Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Group
12510.0,138,9,5178.02,3,5,5,355
12511.0,424,1,3084.02,5,1,5,515
12512.0,61,2,138.03,3,2,1,321
12513.0,108,1,612.29,3,1,2,312
12514.0,262,2,1597.76,4,2,4,424
12515.0,348,1,383.7,4,1,2,412
12516.0,73,4,2648.62,3,3,4,334
12517.0,23,5,2502.84,2,4,4,244
12518.0,24,4,1717.75,2,3,4,234
12519.0,59,2,726.54,2,2,3,223
12520.0,74,5,2634.26,3,4,4,344
12521.0,138,1,599.68,3,1,2,312
12522.0,34,2,192.72,2,2,1,221
12523.0,15,23,4372.15,1,5,5,155
12524.0,4,17,11126.11,1,5,5,155
12525.0,493,3,973.73,5,3,3,533
12526.0,49,2,1039.58,2,2,3,223
12527.0,77,5,735.51,3,4,3,343
12528.0,4,6,1933.48,1,4,4,144
12529.0,524,1,316.48,5,1,2,512
12530.0,55,9,3759.26,2,5,5,255
12531.0,10,2,1933.2,1,2,4,124
12532.0,25,1,349.83000000000004,2,1,2,212
12533.0,623,2,1367.89,5,2,4,524
12534.0,126,1,1089.18,3,1,3,313
12535.0,87,2,716.35,3,2,3,323
12536.0,38,3,12601.830000000002,2,3,5,235
12537.0,404,1,732.94,4,1,3,413
12538.0,24,2,640.45,2,2,3,223
12539.0,17,7,11214.75,1,4,5,145
12540.0,15,33,22254.49,1,5,5,155
12541.0,25,3,981.18,2,3,3,233
12542.0,479,2,481.88,5,2,2,522
12543.0,443,1,980.25,5,1,3,513
12544.0,31,1,372.7,2,1,2,212
12545.0,70,2,1000.39,3,2,3,323
12546.0,42,2,1161.5,2,2,3,223
12547.0,193,3,383.58,4,3,2,432
12548.0,161,1,95.19999999999999,3,1,1,311
12549.0,571,6,1575.68,5,4,4,544
12550.0,74,1,964.83,3,1,3,313
12551.0,353,1,168.0,4,1,1,411
12552.0,34,2,437.82,2,2,2,222
12553.0,3,12,4608.75,1,5,5,155
12554.0,444,1,468.5,5,1,2,512
12555.0,677,1,129.23,5,1,1,511
12556.0,46,2,603.71,2,2,2,222
12557.0,11,8,18716.14,1,4,5,145
12558.0,3,1,269.96,1,1,1,111
12559.0,306,2,561.71,4,2,2,422
12560.0,107,2,1436.31,3,2,4,324
12561.0,298,1,238.85,4,1,1,411
12562.0,3,9,4966.92,1,5,5,155
12563.0,404,1,249.24,4,1,1,411
12564.0,256,1,456.9,4,1,2,412
12565.0,284,1,145.92,4,1,1,411
12566.0,81,1,351.65,3,1,2,312
12567.0,18,15,13709.86,1,5,5,155
12568.0,640,1,70.0,5,1,1,511
12569.0,3,28,3704.86,1,5,5,155
12570.0,677,1,77.52,5,1,1,511
12571.0,35,2,519.61,2,2,2,222
12572.0,4,2,1020.42,1,2,3,123
12573.0,222,5,717.41,4,4,3,443
12574.0,311,1,218.45,4,1,1,411
12575.0,453,2,622.8199999999999,5,2,3,523
12576.0,31,8,2142.72,2,4,4,244
12577.0,30,8,1653.75,2,4,4,244
12578.0,16,4,4642.45,1,3,5,135
12579.0,73,1,440.42,3,1,2,312
12580.0,242,2,1052.9,4,2,3,423
12581.0,35,1,197.71,2,1,1,211
12582.0,234,4,1980.4,4,3,4,434
12583.0,14,26,13752.67,1,5,5,155
12584.0,13,8,2137.7000000000003,1,4,4,144
12585.0,229,2,2040.1,4,2,4,424
12586.0,12,4,2062.67,1,3,4,134
12587.0,3,1,144.0,1,1,1,111
12588.0,34,4,958.78,2,3,3,233
12589.0,24,8,4695.66,2,4,5,245
12590.0,206,2,9864.26,4,2,5,425
12591.0,312,3,1352.15,4,3,4,434
12592.0,87,5,2582.66,3,4,4,344
12593.0,104,3,418.09999999999997,3,3,2,332
12594.0,33,15,5090.110000000001,2,5,5,255
12595.0,500,1,299.02,5,1,2,512
12596.0,47,2,618.27,2,2,3,223
12597.0,14,4,3811.22,1,3,5,135
12598.0,5,11,4534.09,1,5,5,155
12599.0,24,13,2296.72,2,5,4,254
12600.0,24,21,5043.92,2,5,5,255
12601.0,185,6,681.26,3,4,3,343
12602.0,54,1,153.12,2,1,1,211
12603.0,17,1,739.1999999999999,1,1,3,113
12604.0,74,2,254.18,3,2,1,321
12605.0,371,4,1232.95,4,3,4,434
12606.0,677,1,21.0,5,1,1,511
12607.0,55,1,1579.51,2,1,4,214
12608.0,400,1,415.79,4,1,2,412
12609.0,73,9,3435.86,3,5,5,355
12610.0,18,5,2099.54,1,4,4,144
12611.0,48,1,1193.32,2,1,3,213
12612.0,69,1,704.0400000000001,3,1,3,313
12613.0,52,10,6835.07,2,5,5,255
12614.0,273,1,315.6,4,1,2,412
12615.0,32,7,5318.13,2,4,5,245
12616.0,90,3,1131.1,3,3,3,333
12617.0,24,1,355.53,2,1,2,212
12618.0,17,1,177.31,1,1,1,111
12619.0,11,10,3781.38,1,5,5,155
12620.0,10,3,1339.41,1,3,4,134
12621.0,19,34,23587.61,1,5,5,155
12622.0,227,1,180.1,4,1,1,411
12623.0,271,7,3747.84,4,4,5,445
12624.0,101,2,641.13,3,2,3,323
12625.0,207,4,5164.88,4,3,5,435
12626.0,18,9,6620.48,1,5,5,155
12627.0,6,7,4478.53,1,4,5,145
12628.0,28,2,571.21,2,2,2,222
12629.0,381,2,1558.22,4,2,4,424
12630.0,5,2,1270.88,1,2,4,124
12631.0,52,6,3481.57,2,4,5,245
12632.0,516,2,804.88,5,2,3,523
12633.0,54,7,5678.16,2,4,5,245
12634.0,531,2,490.0,5,2,2,522
12635.0,85,4,2930.41,3,3,5,335
12636.0,734,1,141.0,5,1,1,511
12637.0,62,12,8340.31,3,5,5,355
12638.0,29,2,921.49,2,2,3,223
12639.0,234,3,1312.37,4,3,4,434
12640.0,19,3,1174.58,1,3,3,133
12641.0,110,1,185.9,3,1,1,311
12642.0,20,3,1013.26,2,3,3,233
12643.0,124,12,8350.42,3,5,5,355
12644.0,125,4,1918.49,3,3,4,334
12645.0,29,8,3539.3,2,4,5,245
12646.0,45,1,731.6899999999999,2,1,3,213
12647.0,18,36,17924.35,1,5,5,155
12648.0,150,4,1112.0,3,3,3,333
12649.0,102,8,2294.65,3,4,4,344
12651.0,330,4,377.75,4,3,2,432
12652.0,326,2,1017.03,4,2,3,423
12653.0,144,3,4160.83,3,3,5,335
12654.0,6,5,601.98,1,4,2,142
12655.0,419,1,261.35,5,1,1,511
12656.0,12,8,6407.83,1,4,5,145
12657.0,6,4,1643.18,1,3,4,134
12658.0,14,1,686.05,1,1,3,113
12659.0,25,1,91.68,2,1,1,211
12660.0,6,1,245.1,1,1,1,111
12661.0,431,1,162.0,5,1,1,511
12662.0,18,19,6763.07,1,5,5,155
12663.0,620,2,239.4,5,2,1,521
12664.0,3,11,6070.04,1,5,5,155
12665.0,320,3,313.6,4,3,2,432
12666.0,389,1,1248.42,4,1,4,414
12667.0,53,1,620.13,2,1,3,213
12668.0,7,10,11444.68,1,5,5,155
12669.0,146,3,2744.0299999999997,3,3,4,334
12670.0,5,7,3760.29,1,4,5,145
12671.0,601,1,2622.481,5,1,4,514
12672.0,325,2,437.05,4,2,2,422
12673.0,322,2,840.4,4,2,3,423
12674.0,34,4,1970.6,2,3,4,234
12675.0,549,2,958.5,5,2,3,523
12676.0,20,11,2843.09,2,5,4,254
12677.0,550,2,395.1,5,2,2,522
12678.0,38,21,34281.18,2,5,5,255
12679.0,54,4,1113.02,2,3,3,233
12680.0,69,3,613.36,3,3,3,333
12681.0,10,45,30868.28,1,5,5,155
12682.0,4,51,23397.28,1,5,5,155
12683.0,45,19,11899.3,2,5,5,255
12684.0,3,7,2283.63,1,4,4,144
12685.0,23,6,2863.08,2,4,4,244
12686.0,367,1,178.28,4,1,1,411
12687.0,476,2,2138.91,5,2,4,524
12688.0,109,1,4873.8099999999995,3,1,5,315
12689.0,21,2,1247.61,2,2,4,224
12690.0,201,1,389.01,4,1,2,412
12691.0,23,7,1170.4,2,4,3,243
12692.0,632,1,110.95,5,1,1,511
12693.0,122,7,1703.02,3,4,4,344
12694.0,66,3,1843.35,3,3,4,334
12695.0,2,7,1407.1200000000001,1,4,4,144
12696.0,430,2,851.91,5,2,3,523
12697.0,24,3,957.59,2,3,3,233
12698.0,585,1,339.75,5,1,2,512
12699.0,413,1,638.11,5,1,3,513
12700.0,3,4,4939.99,1,3,5,135
12701.0,75,6,2446.41,3,4,4,344
12702.0,15,1,219.0,1,1,1,111
12703.0,66,4,1006.53,3,3,3,333
12704.0,3,8,2340.84,1,4,4,144
12705.0,10,14,11762.1,1,5,5,155
12707.0,287,1,603.42,4,1,2,412
12708.0,25,18,5314.1,2,5,5,255
12709.0,10,34,31093.34,1,5,5,155
12710.0,92,3,1149.02,3,3,3,333
12711.0,607,2,1339.05,5,2,4,524
12712.0,24,21,7193.66,2,5,5,255
12714.0,4,12,14093.71,1,5,5,155
12715.0,101,1,353.86,3,1,2,312
12716.0,128,1,677.9,3,1,3,313
12717.0,146,3,1308.91,3,3,4,334
12718.0,66,1,238.25,3,1,1,311
12719.0,60,1,283.6,3,1,1,311
12720.0,10,29,7878.2,1,5,5,155
12721.0,27,8,4013.08,2,4,5,245
12722.0,80,4,997.63,3,3,3,333
12723.0,11,4,647.79,1,3,3,133
12724.0,77,6,2109.2799999999997,3,4,4,344
12725.0,366,4,2694.56,4,3,4,434
12726.0,23,11,4014.6,2,5,5,255
12727.0,6,10,5679.53,1,5,5,155
12728.0,66,5,1070.17,3,4,3,343
12729.0,109,1,453.01,3,1,2,312
12730.0,517,1,829.25,5,1,3,513
12731.0,19,17,25775.71,1,5,5,155
12732.0,175,1,236.26000000000002,3,1,1,311
12733.0,229,4,2424.87,4,3,4,434
12734.0,348,3,639.65,4,3,3,433
12735.0,310,2,779.5699999999999,4,2,3,423
12736.0,328,1,234.0,4,1,1,411
12737.0,494,2,3710.5,5,2,5,525
12738.0,367,1,310.7,4,1,2,412
12739.0,74,4,2726.73,3,3,4,334
12740.0,59,1,427.6,2,1,2,212
12741.0,524,2,406.07,5,2,2,522
12742.0,621,1,1201.52,5,1,3,513
12743.0,129,2,546.43,3,2,2,322
12744.0,47,11,25317.06,2,5,5,255
12745.0,482,3,925.41,5,3,3,533
12746.0,536,1,254.55,5,1,1,511
12747.0,17,25,8838.039999999999,1,5,5,155
12748.0,1,332,55844.23,1,5,5,155
12749.0,18,8,6134.3,1,4,5,145
12750.0,124,1,275.88,3,1,1,311
12751.0,440,1,268.27,5,1,1,511
12752.0,76,1,4366.78,3,1,5,315
12753.0,18,6,21429.39,1,4,5,145
12754.0,231,3,3010.74,4,3,5,435
12755.0,276,11,9030.66,4,5,5,455
12756.0,82,1,112.07999999999998,3,1,1,311
12757.0,11,13,7857.1,1,5,5,155
12758.0,112,7,9903.24,3,4,5,345
12759.0,47,8,5020.74,2,4,5,245
12760.0,451,1,347.8,5,1,2,512
12761.0,453,2,782.95,5,2,3,523
12762.0,3,2,1898.52,1,2,4,124
12763.0,133,2,814.16,3,2,3,323
12764.0,312,1,1693.88,4,1,4,414
12765.0,467,6,1404.58,5,4,4,544
12766.0,53,8,9349.85,2,4,5,245
12767.0,371,1,949.82,4,1,3,413
12768.0,446,1,168.69000000000003,5,1,1,511
12769.0,234,1,1143.6,4,1,3,413
12770.0,206,2,3246.45,4,2,5,425
12771.0,481,1,282.3,5,1,1,511
12772.0,55,1,892.47,2,1,3,213
12773.0,559,1,124.25,5,1,1,511
12774.0,531,1,98.7,5,1,1,511
12775.0,12,7,1686.12,1,4,4,144
12776.0,663,1,55.5,5,1,1,511
12777.0,453,1,519.45,5,1,2,512
12778.0,15,9,1775.68,1,5,4,154
12779.0,33,14,6722.2699999999995,2,5,5,255
12780.0,594,1,337.4,5,1,2,512
12781.0,59,2,826.74,2,2,3,223
12782.0,145,10,4365.99,3,5,5,355
12783.0,28,5,1825.33,2,4,4,244
12784.0,4,3,1804.75,1,3,4,134
12785.0,359,3,1100.4,4,3,3,433
12786.0,605,1,728.5,5,1,3,513
12787.0,5,4,862.18,1,3,3,133
12788.0,458,4,444.9,5,3,2,532
12789.0,60,3,273.35,3,3,1,331
12790.0,187,2,591.85,3,2,2,322
12791.0,369,6,1056.1100000000001,4,4,3,443
12792.0,252,2,827.01,4,2,3,423
12793.0,330,3,1017.33,4,3,3,433
12794.0,48,2,860.41,2,2,3,223
12795.0,14,1,430.48,1,1,2,112
12796.0,623,1,381.0,5,1,2,512
12797.0,361,2,806.11,4,2,3,423
12798.0,5,4,8510.93,1,3,5,135
12799.0,524,1,219.35,5,1,1,511
12800.0,465,3,584.25,5,3,2,532
12801.0,496,1,1071.82,5,1,3,513
12802.0,182,7,2416.42,3,4,4,344
12803.0,388,1,1092.81,4,1,3,413
12804.0,461,2,327.02,5,2,2,522
12805.0,377,4,1434.95,4,3,4,434
12806.0,430,4,2878.96,5,3,4,534
12807.0,378,1,330.35,4,1,2,412
12808.0,32,5,906.1,2,4,3,243
12809.0,173,3,1755.94,3,3,4,334
12810.0,530,2,534.99,5,2,2,522
12811.0,256,5,1033.9,4,4,3,443
12812.0,40,1,229.64000000000001,2,1,1,211
12813.0,497,3,1687.8,5,3,4,534
12814.0,97,1,125.92,3,1,1,311
12815.0,143,2,1063.46,3,2,3,323
12816.0,91,2,572.2,3,2,2,322
12817.0,276,3,690.98,4,3,3,433
12818.0,257,1,1542.08,4,1,4,414
12819.0,453,1,540.52,5,1,2,512
12820.0,39,10,2479.17,2,5,4,254
12821.0,209,2,220.8,4,2,1,421
12822.0,66,2,948.88,3,2,3,323
12823.0,70,18,6501.5,3,5,5,355
12824.0,55,1,397.12,2,1,2,212
12825.0,516,2,518.63,5,2,2,522
12826.0,24,11,2813.15,2,5,4,254
12827.0,1,3,430.15000000000003,1,3,2,132
12828.0,3,5,935.09,1,4,3,143
12829.0,332,3,385.3,4,3,2,432
12830.0,33,6,6814.64,2,4,5,245
12831.0,258,3,451.11,4,3,2,432
12832.0,27,2,383.03,2,2,2,222
12833.0,140,1,417.38,3,1,2,312
12834.0,278,1,312.38,4,1,2,412
12835.0,423,41,6043.31,5,5,5,555
12836.0,54,15,6585.62,2,5,5,255
12837.0,168,2,688.41,3,2,3,323
12838.0,29,10,3398.48,2,5,5,255
12839.0,7,25,9319.34,1,5,5,155
12840.0,139,7,4041.97,3,4,5,345
12841.0,10,38,7389.67,1,5,5,155
12842.0,65,4,1917.99,3,3,4,334
12843.0,61,30,6588.41,3,5,5,355
12844.0,24,4,648.6,2,3,3,233
12845.0,262,4,354.09,4,3,2,432
12846.0,677,1,15.58,5,1,1,511
12847.0,17,2,1636.8999999999999,1,2,4,124
12848.0,671,1,208.0,5,1,1,511
12849.0,26,6,3090.56,2,4,5,245
12850.0,441,1,330.0,5,1,2,512
12851.0,92,2,284.13,3,2,1,321
12852.0,290,1,311.55,4,1,2,412
12853.0,130,11,3907.5,3,5,5,355
12854.0,74,7,2994.02,3,4,5,345
12855.0,368,4,650.9399999999999,4,3,3,433
12856.0,3,6,2179.93,1,4,4,144
12857.0,206,6,3688.0,4,4,5,445
12858.0,379,1,177.92,4,1,1,411
12859.0,454,1,575.1,5,1,2,512
12860.0,688,1,55.47,5,1,1,511
12861.0,615,1,68.25,5,1,1,511
12862.0,421,2,1008.3199999999999,5,2,3,523
12863.0,47,6,2792.5499999999997,2,4,4,244
12864.0,134,2,299.57,3,2,2,322
12865.0,21,4,3323.47,2,3,5,235
12866.0,278,3,1227.35,4,3,3,433
12867.0,21,13,7913.29,2,5,5,255
12868.0,181,8,2247.06,3,4,4,344
12869.0,677,1,337.66999999999996,5,1,2,512
12870.0,370,3,1676.95,4,3,4,434
12871.0,79,3,744.02,3,3,3,333
12872.0,322,12,3685.4900000000002,4,5,5,455
12873.0,277,3,2027.3,4,3,4,434
12874.0,380,2,948.42,4,2,3,423
12875.0,138,5,1356.99,3,4,4,344
12876.0,53,4,4081.79,2,3,5,235
12877.0,19,19,2855.51,1,5,4,154
12878.0,232,2,854.99,4,2,3,423
12879.0,40,3,573.22,2,3,2,232
12880.0,377,2,640.13,4,2,3,423
12881.0,271,1,298.0,4,1,2,412
12882.0,4,2,1463.04,1,2,4,124
12883.0,20,4,703.47,2,3,3,233
12884.0,84,1,309.05,3,1,2,312
12885.0,58,3,1175.22,2,3,3,233
12886.0,63,2,1378.4,3,2,4,324
12887.0,379,1,222.4,4,1,1,411
12888.0,209,2,354.12,4,2,2,422
12889.0,376,4,385.46000000000004,4,3,2,432
12890.0,19,2,717.27,1,2,3,123
12891.0,181,11,840.5,3,5,3,353
12892.0,392,1,263.38,4,1,1,411
12893.0,26,1,188.14,2,1,1,211
12894.0,570,1,157.35,5,1,1,511
12895.0,37,2,372.8,2,2,2,222
12897.0,200,4,514.25,4,3,2,432
12898.0,459,2,310.96000000000004,5,2,2,522
12899.0,409,1,366.4,5,1,2,512
12900.0,417,1,340.33,5,1,2,512
12901.0,4,28,17654.54,1,5,5,155
12902.0,260,1,138.68,4,1,1,411
12903.0,424,1,833.53,5,1,3,513
12904.0,13,2,509.58,1,2,2,122
12905.0,572,2,1018.42,5,2,3,523
12906.0,7,5,2919.81,1,4,4,144
12907.0,391,2,508.91,4,2,2,422
12908.0,171,5,1776.0,3,4,4,344
12909.0,35,8,3103.19,2,4,5,245
12910.0,18,13,5796.52,1,5,5,155
12911.0,547,1,1680.47,5,1,4,514
12912.0,4,4,1474.38,1,3,4,134
12913.0,11,12,6165.76,1,5,5,155
12914.0,396,1,223.98,4,1,1,411
12915.0,144,4,1174.75,3,3,3,333
12916.0,134,7,4654.0199999999995,3,4,5,345
12917.0,123,6,4359.2,3,4,5,345
12918.0,621,1,10953.5,5,1,5,515
12919.0,3,6,1335.19,1,4,4,144
12920.0,12,4,488.09000000000003,1,3,2,132
12921.0,4,74,35921.04,1,5,5,155
12922.0,156,1,405.38,3,1,2,312
12923.0,59,3,789.87,2,3,3,233
12924.0,83,12,2469.4,3,5,4,354
12925.0,70,2,403.59,3,2,2,322
12926.0,406,4,1548.46,4,3,4,434
12927.0,390,1,197.31,4,1,1,411
12928.0,30,12,4304.89,2,5,5,255
12929.0,307,1,117.85,4,1,1,411
12930.0,73,2,415.8,3,2,2,322
12931.0,17,57,92347.34,1,5,5,155
12932.0,534,8,1698.56,5,4,4,544
12933.0,19,8,1687.03,1,4,4,144
12934.0,732,1,181.65,5,1,1,511
12935.0,22,13,3900.08,2,5,5,255
12936.0,12,4,1063.9,1,3,3,133
12937.0,10,9,3097.61,1,5,5,155
12938.0,21,1,114.14,2,1,1,211
12939.0,59,20,25264.8,2,5,5,255
12940.0,50,2,913.54,2,2,3,223
12941.0,720,1,377.49,5,1,2,512
12942.0,126,3,942.65,3,3,3,333
12943.0,553,2,496.5,5,2,2,522
12944.0,31,2,604.51,2,2,2,222
12945.0,283,2,900.11,4,2,3,423
12946.0,432,1,324.45,5,1,2,512
12947.0,139,6,1908.03,3,4,4,344
12948.0,11,9,2317.43,1,5,4,154
12949.0,26,22,15526.7,2,5,5,255
12950.0,3,2,1483.0,1,2,4,124
12951.0,4,15,3213.7200000000003,1,5,5,155
12952.0,1,4,1387.79,1,3,4,134
12953.0,5,2,828.8100000000001,1,2,3,123
12954.0,634,1,162.45,5,1,1,511
12955.0,3,10,4410.24,1,5,5,155
12956.0,301,4,521.89,4,3,2,432
12957.0,5,13,8706.97,1,5,5,155
12958.0,395,2,539.49,4,2,2,422
12959.0,479,1,150.95,5,1,1,511
12960.0,409,4,1322.07,5,3,4,534
12961.0,374,1,211.99,4,1,1,411
12962.0,2,2,266.39,1,2,1,121
12963.0,4,12,3601.59,1,5,5,155
12964.0,432,1,132.24,5,1,1,511
12965.0,84,1,771.91,3,1,3,313
12966.0,5,1,160.18,1,1,1,111
12967.0,353,3,4306.92,4,3,5,435
12968.0,107,1,135.95,3,1,1,311
12969.0,598,1,122.45,5,1,1,511
12970.0,2,10,1524.97,1,5,4,154
12971.0,3,115,15869.99,1,5,5,155
12972.0,409,4,1161.2,5,3,3,533
12973.0,409,1,385.55,5,1,2,512
12974.0,193,2,408.95,4,2,2,422
12975.0,432,6,2100.09,5,4,4,544
12976.0,207,8,3156.38,4,4,5,445
12977.0,151,4,517.63,3,3,2,332
12978.0,380,5,2502.82,4,4,4,444
12979.0,724,1,517.7,5,1,2,512
12980.0,153,21,16245.78,3,5,5,355
12981.0,25,2,372.21999999999997,2,2,2,222
12982.0,238,8,2744.81,4,4,4,444
12983.0,594,1,490.08000000000004,5,1,2,512
12984.0,14,1,97.5,1,1,1,111
12985.0,24,1,754.38,2,1,3,213
12986.0,424,10,2729.84,5,5,4,554
12987.0,69,5,1312.21,3,4,4,344
12988.0,287,1,535.32,4,1,2,412
12989.0,4,32,13490.550000000001,1,5,5,155
